state;action_reward;n_state 
7269&1|6325&0|2660&0|6005&1|6157&1|17455&1|20688&0|2056&0|19270&0|12375&1;4889&1|1145&1|15294&1;7269&1|6325&0|2660&0|6005&1|6157&1|17455&1|20688&0|2056&0|19270&0|12375&1|4889&1|1145&1|15294&1
7036&1|7830&1|20274&1|16169&1|17343&1|12736&1|253&1|20762&1|1373&1|4520&1;1652&1|1357&0|16635&1;7036&1|7830&1|20274&1|16169&1|17343&1|12736&1|253&1|20762&1|1373&1|4520&1|1652&1|1357&0|16635&1
1464&0|19476&0|1854&0|19034&1|15015&0|15486&0|1854&0|13721&0|14331&1|4997&0;10217&0|19034&0|14331&1;1464&0|19476&0|1854&0|19034&1|15015&0|15486&0|1854&0|13721&0|14331&1|4997&0|10217&0|19034&0|14331&1
2709&0|1866&0|14625&0|14863&0|6915&1|18197&0|5152&0|18311&1|3894&1|20289&0;9997&0|19878&0|8792&0;2709&0|1866&0|14625&0|14863&0|6915&1|18197&0|5152&0|18311&1|3894&1|20289&0|9997&0|19878&0|8792&0
7833&1|14700&1|16601&1|3381&1|16328&0|14360&0|3025&1|16424&1|3267&1|13671&0;560&1|12538&1|6400&1;7833&1|14700&1|16601&1|3381&1|16328&0|14360&0|3025&1|16424&1|3267&1|13671&0|560&1|12538&1|6400&1
10072&0|16612&1|13077&1|10530&0|9711&1|15072&1|3965&1|17645&1|16612&1|3554&0;10530&1|9018&1|10072&1;10072&0|16612&1|13077&1|10530&0|9711&1|15072&1|3965&1|17645&1|16612&1|3554&0|10530&1|9018&1|10072&1
9657&0|8566&0|2494&1|13163&1|6779&0|4192&0|13598&0|9853&0|10364&0|7162&0;16975&0|12411&0|19783&0;9657&0|8566&0|2494&1|13163&1|6779&0|4192&0|13598&0|9853&0|10364&0|7162&0|16975&0|12411&0|19783&0
5564&0|19895&0|19094&0|1019&0|20387&0|18940&0|6443&0|96&0|3490&0|4017&0;15581&0|8981&0|12604&1;5564&0|19895&0|19094&0|1019&0|20387&0|18940&0|6443&0|96&0|3490&0|4017&0|15581&0|8981&0|12604&1
19852&1|20061&0|20356&0|7291&1|19737&1|6617&1|6959&0|10837&0|19400&1|19400&1;7692&0|2526&0|12507&0;19852&1|20061&0|20356&0|7291&1|19737&1|6617&1|6959&0|10837&0|19400&1|19400&1|7692&0|2526&0|12507&0
19309&0|16488&0|5879&0|17549&0|13578&0|11153&0|9966&0|9362&0|1836&1|6751&0;1284&0|13463&0|6799&1;19309&0|16488&0|5879&0|17549&0|13578&0|11153&0|9966&0|9362&0|1836&1|6751&0|1284&0|13463&0|6799&1
1608&0|12532&1|1452&1|17911&1|1349&1|1608&1|1452&0|1349&1|17911&0|17911&1;1452&1|1608&1|12532&1;1608&0|12532&1|1452&1|17911&1|1349&1|1608&1|1452&0|1349&1|17911&0|17911&1|1452&1|1608&1|12532&1
9853&1|19895&0|11484&0|20387&1|12781&1|1382&1|19752&1|4017&0|1224&0|12493&0;18940&0|3490&0|12588&0;9853&1|19895&0|11484&0|20387&1|12781&1|1382&1|19752&1|4017&0|1224&0|12493&0|18940&0|3490&0|12588&0
19298&0|1850&1|11945&1|9863&1|4364&1|4952&1|16498&1|12656&1|14047&1|17873&1;5368&1|5368&0|19298&0;19298&0|1850&1|11945&1|9863&1|4364&1|4952&1|16498&1|12656&1|14047&1|17873&1|5368&1|5368&0|19298&0
3960&1|13548&1|20191&1|13224&0|7917&1|16881&1|11527&0|17800&0|10515&1|2427&0;11348&1|4675&1|14468&1;3960&1|13548&1|20191&1|13224&0|7917&1|16881&1|11527&0|17800&0|10515&1|2427&0|11348&1|4675&1|14468&1
15423&1|10250&1|578&0|19895&0|4458&1|14993&1|13095&1|15871&1|4447&1|11994&0;5544&1|20481&1|8798&1;15423&1|10250&1|578&0|19895&0|4458&1|14993&1|13095&1|15871&1|4447&1|11994&0|5544&1|20481&1|8798&1
18504&0|12440&0|19639&1|18698&1|17373&0|13454&1|3146&1|6412&1|12418&0|8566&1;12316&0|2963&0|6274&0;18504&0|12440&0|19639&1|18698&1|17373&0|13454&1|3146&1|6412&1|12418&0|8566&1|12316&0|2963&0|6274&0
13598&0|9942&0|9657&0|10364&0|4192&0|15216&1|10642&1|13163&0|8566&0|7162&1;16975&0|19783&0|12411&0;13598&0|9942&0|9657&0|10364&0|4192&0|15216&1|10642&1|13163&0|8566&0|7162&1|16975&0|19783&0|12411&0
4899&0|5002&0|14326&0|2530&0|14483&0|4257&0|4899&1|8100&0|165&0|7744&0;20764&0|5554&0|16946&1;4899&0|5002&0|14326&0|2530&0|14483&0|4257&0|4899&1|8100&0|165&0|7744&0|20764&0|5554&0|16946&1
6481&1|978&1|11498&1|1771&0|13456&0|18034&0|15058&0|1771&0|14546&0|15058&0;14529&1|11379&0|14546&0;6481&1|978&1|11498&1|1771&0|13456&0|18034&0|15058&0|1771&0|14546&0|15058&0|14529&1|11379&0|14546&0
3213&1|20707&1|15621&0|3043&0|3122&1|2806&1|11214&0|15725&0|10335&1|15725&1;18426&0|12809&1|5236&1;3213&1|20707&1|15621&0|3043&0|3122&1|2806&1|11214&0|15725&0|10335&1|15725&1|18426&0|12809&1|5236&1
11749&0|11484&1|10642&0|20481&1|9853&0|7162&1|11484&0|15216&1|4192&1|1224&0;7162&0|13598&0|14047&0;11749&0|11484&1|10642&0|20481&1|9853&0|7162&1|11484&0|15216&1|4192&1|1224&0|7162&0|13598&0|14047&0
1092&0|5078&0|13718&0|11877&0|3873&0|17431&0|11364&1|18856&0|5141&0|1865&1;4187&0|4635&0|6462&0;1092&0|5078&0|13718&0|11877&0|3873&0|17431&0|11364&1|18856&0|5141&0|1865&1|4187&0|4635&0|6462&0
791&0|791&1|2526&1|19076&0|15851&0|3554&1|791&0|17537&1|3556&0|1491&1;6513&1|18698&1|3554&1;791&0|791&1|2526&1|19076&0|15851&0|3554&1|791&0|17537&1|3556&0|1491&1|6513&1|18698&1|3554&1
10565&1|13684&1|13028&0|1616&1|19782&1|13028&1|13263&1|5238&0|15120&0|8663&1;9178&0|3554&0|19782&1;10565&1|13684&1|13028&0|1616&1|19782&1|13028&1|13263&1|5238&0|15120&0|8663&1|9178&0|3554&0|19782&1
11893&0|5241&0|2038&0|6935&0|11879&0|9285&0|14196&0|11893&1|5109&0|16776&0;20594&1|2188&1|3725&0;11893&0|5241&0|2038&0|6935&0|11879&0|9285&0|14196&0|11893&1|5109&0|16776&0|20594&1|2188&1|3725&0
18837&0|291&0|17038&0|27&0|8093&1|1045&0|10341&0|2326&0|18074&0|11802&0;3207&0|4835&0|7375&0;18837&0|291&0|17038&0|27&0|8093&1|1045&0|10341&0|2326&0|18074&0|11802&0|3207&0|4835&0|7375&0
19146&0|8972&0|17156&1|15440&0|11695&1|12890&0|18620&1|19146&1|12287&0|17156&0;2162&0|779&1|14768&0;19146&0|8972&0|17156&1|15440&0|11695&1|12890&0|18620&1|19146&1|12287&0|17156&0|2162&0|779&1|14768&0
13474&1|3500&0|11012&0|13474&0|17694&0|19333&0|9325&0|12555&0|12655&0|1990&1;4927&0|10365&0|15591&0;13474&1|3500&0|11012&0|13474&0|17694&0|19333&0|9325&0|12555&0|12655&0|1990&1|4927&0|10365&0|15591&0
69&0|14466&0|10625&0|19607&1|8971&1|8341&0|10114&0|1078&0|2336&1|581&0;16418&0|14354&0|7619&0;69&0|14466&0|10625&0|19607&1|8971&1|8341&0|10114&0|1078&0|2336&1|581&0|16418&0|14354&0|7619&0
12208&0|18359&0|7985&0|20576&0|14656&0|11502&0|7894&0|15589&1|13604&0|10005&0;102&0|2062&0|9846&0;12208&0|18359&0|7985&0|20576&0|14656&0|11502&0|7894&0|15589&1|13604&0|10005&0|102&0|2062&0|9846&0
18947&0|11945&1|6542&1|3905&1|18816&1|20285&1|11555&1|4750&1|18450&1|20609&0;15517&1|9306&1|4505&1;18947&0|11945&1|6542&1|3905&1|18816&1|20285&1|11555&1|4750&1|18450&1|20609&0|15517&1|9306&1|4505&1
13417&0|3766&0|18940&1|20635&0|3859&0|8422&1|5724&0|16837&0|828&0|15310&1;13219&0|350&0|1293&0;13417&0|3766&0|18940&1|20635&0|3859&0|8422&1|5724&0|16837&0|828&0|15310&1|13219&0|350&0|1293&0
11484&0|11749&1|7162&0|9657&0|11945&0|3500&0|20481&1|8566&0|1224&0|14047&0;4192&1|10364&1|15659&0;11484&0|11749&1|7162&0|9657&0|11945&0|3500&0|20481&1|8566&0|1224&0|14047&0|4192&1|10364&1|15659&0
1607&0|19607&1|2259&0|19607&0|13925&1|16103&0|16103&0|1607&1|7977&1|2259&0;13457&0|1607&0|13925&0;1607&0|19607&1|2259&0|19607&0|13925&1|16103&0|16103&0|1607&1|7977&1|2259&0|13457&0|1607&0|13925&0
13425&0|12671&1|13425&0|13425&0|13425&0|13425&0|18615&1|18615&1|18615&1|13425&0;18615&1|18615&1|18615&1;13425&0|12671&1|13425&0|13425&0|13425&0|13425&0|18615&1|18615&1|18615&1|13425&0|18615&1|18615&1|18615&1
15601&0|11137&0|20694&0|9166&0|18866&0|6056&0|11137&1|12026&0|1333&0|5188&0;16042&1|11137&1|12238&0;15601&0|11137&0|20694&0|9166&0|18866&0|6056&0|11137&1|12026&0|1333&0|5188&0|16042&1|11137&1|12238&0
6509&0|5105&1|13471&0|8567&1|5105&1|6509&1|12926&1|5105&1|8672&0|106&0;6509&1|10135&0|10135&1;6509&0|5105&1|13471&0|8567&1|5105&1|6509&1|12926&1|5105&1|8672&0|106&0|6509&1|10135&0|10135&1
128&1|6425&1|2333&1|18114&1|1113&1|3403&0|4463&1|9396&0|15654&1|5242&1;18235&0|14073&1|11390&1;128&1|6425&1|2333&1|18114&1|1113&1|3403&0|4463&1|9396&0|15654&1|5242&1|18235&0|14073&1|11390&1
7990&1|11963&1|13598&0|1524&1|3478&1|11963&0|19895&1|15100&1|18130&1|5920&1;886&1|9870&1|11204&1;7990&1|11963&1|13598&0|1524&1|3478&1|11963&0|19895&1|15100&1|18130&1|5920&1|886&1|9870&1|11204&1
15216&0|9942&1|10642&1|10364&1|4118&1|6779&1|13163&1|15732&1|7162&1|9657&1;13709&1|19783&1|16975&1;15216&0|9942&1|10642&1|10364&1|4118&1|6779&1|13163&1|15732&1|7162&1|9657&1|13709&1|19783&1|16975&1
15413&1|8470&1|9338&0|4312&1|19369&0|10416&0|15375&0|2532&0|14468&0|20477&1;17844&0|8391&0|17844&1;15413&1|8470&1|9338&0|4312&1|19369&0|10416&0|15375&0|2532&0|14468&0|20477&1|17844&0|8391&0|17844&1
20190&0|18715&0|15136&1|20755&1|8510&1|3400&0|19879&0|2466&0|12365&0|13153&0;9320&0|15996&0|4146&0;20190&0|18715&0|15136&1|20755&1|8510&1|3400&0|19879&0|2466&0|12365&0|13153&0|9320&0|15996&0|4146&0
12875&0|192&0|192&1|19798&1|11759&0|1174&1|10527&1|17615&0|17897&0|906&1;19159&1|4164&1|3148&1;12875&0|192&0|192&1|19798&1|11759&0|1174&1|10527&1|17615&0|17897&0|906&1|19159&1|4164&1|3148&1
8776&0|5900&0|7335&0|16796&0|16029&1|5900&0|7335&0|7335&0|15100&0|16029&0;7050&0|5900&0|5900&0;8776&0|5900&0|7335&0|16796&0|16029&1|5900&0|7335&0|7335&0|15100&0|16029&0|7050&0|5900&0|5900&0
10086&0|16585&1|19460&1|16678&0|1402&1|10211&1|9574&1|7416&1|9574&1|1269&0;13425&0|13722&1|17120&1;10086&0|16585&1|19460&1|16678&0|1402&1|10211&1|9574&1|7416&1|9574&1|1269&0|13425&0|13722&1|17120&1
1325&0|3070&0|17709&0|4648&1|18042&0|14799&1|14141&0|6786&0|2422&1|6786&1;11749&0|1224&1|14842&0;1325&0|3070&0|17709&0|4648&1|18042&0|14799&1|14141&0|6786&0|2422&1|6786&1|11749&0|1224&1|14842&0
15946&0|18371&1|15713&0|16770&1|14510&1|2125&1|4251&0|9198&0|14962&0|17964&0;9198&1|2231&0|16742&0;15946&0|18371&1|15713&0|16770&1|14510&1|2125&1|4251&0|9198&0|14962&0|17964&0|9198&1|2231&0|16742&0
4349&0|7584&0|18181&0|14562&1|10676&0|12892&0|686&0|14129&0|17729&0|15563&0;6679&0|11341&0|19959&0;4349&0|7584&0|18181&0|14562&1|10676&0|12892&0|686&0|14129&0|17729&0|15563&0|6679&0|11341&0|19959&0
5578&1|1213&1|5326&0|10361&1|7221&1|17184&1|20168&0|4349&1|16382&1|10908&0;14353&0|4780&1|2996&1;5578&1|1213&1|5326&0|10361&1|7221&1|17184&1|20168&0|4349&1|16382&1|10908&0|14353&0|4780&1|2996&1
7237&0|17822&1|6169&1|8044&1|4594&1|20197&1|6992&1|12579&0|11006&1|8244&1;8757&1|7542&1|5610&0;7237&0|17822&1|6169&1|8044&1|4594&1|20197&1|6992&1|12579&0|11006&1|8244&1|8757&1|7542&1|5610&0
12004&1|11060&1|19080&1|7990&1|19206&1|6829&1|7930&0|1029&1|6580&1|6479&1;6010&1|4543&1|16727&1;12004&1|11060&1|19080&1|7990&1|19206&1|6829&1|7930&0|1029&1|6580&1|6479&1|6010&1|4543&1|16727&1
20270&1|12118&1|19127&0|8341&0|5414&1|8374&1|248&0|3827&1|7595&0|6725&1;9038&0|18405&0|8506&0;20270&1|12118&1|19127&0|8341&0|5414&1|8374&1|248&0|3827&1|7595&0|6725&1|9038&0|18405&0|8506&0
3660&1|6555&1|4272&1|8723&1|13658&1|13892&1|5407&1|2071&1|4179&1|13872&1;4172&0|874&1|1520&1;3660&1|6555&1|4272&1|8723&1|13658&1|13892&1|5407&1|2071&1|4179&1|13872&1|4172&0|874&1|1520&1
6295&0|8061&0|6456&0|17092&1|7877&0|6856&0|14601&0|2524&0|17701&0|15382&1;3560&0|20751&0|18814&0;6295&0|8061&0|6456&0|17092&1|7877&0|6856&0|14601&0|2524&0|17701&0|15382&1|3560&0|20751&0|18814&0
14523&1|12604&1|9942&1|15216&0|4017&1|12507&0|11749&1|15659&1|10364&1|19783&1;10581&1|4118&0|19959&1;14523&1|12604&1|9942&1|15216&0|4017&1|12507&0|11749&1|15659&1|10364&1|19783&1|10581&1|4118&0|19959&1
17086&1|8153&1|19547&1|1628&1|19547&1|8974&0|8153&1|1628&0|17086&1|3929&1;16381&0|1027&1|7247&0;17086&1|8153&1|19547&1|1628&1|19547&1|8974&0|8153&1|1628&0|17086&1|3929&1|16381&0|1027&1|7247&0
20636&1|10041&1|1293&0|12586&1|4546&1|13602&1|12586&1|18740&1|12586&1|1293&1;19404&1|17454&1|6283&1;20636&1|10041&1|1293&0|12586&1|4546&1|13602&1|12586&1|18740&1|12586&1|1293&1|19404&1|17454&1|6283&1
6542&1|10581&0|15992&1|11945&1|19795&0|6542&1|19752&1|4458&0|11945&0|6542&0;9606&1|5039&0|14047&1;6542&1|10581&0|15992&1|11945&1|19795&0|6542&1|19752&1|4458&0|11945&0|6542&0|9606&1|5039&0|14047&1
7411&0|7411&1|4505&0|11849&1|20237&1|20237&0|6913&1|6913&0|7411&0|19298&1;13858&0|19825&0|15517&0;7411&0|7411&1|4505&0|11849&1|20237&1|20237&0|6913&1|6913&0|7411&0|19298&1|13858&0|19825&0|15517&0
8599&1|18657&0|9711&0|8100&1|3500&1|19333&0|8339&1|11555&1|1293&0|17694&1;11682&1|4192&1|14700&1;8599&1|18657&0|9711&0|8100&1|3500&1|19333&0|8339&1|11555&1|1293&0|17694&1|11682&1|4192&1|14700&1
6863&0|787&0|5113&0|6887&0|14599&0|1163&1|14599&0|4818&1|18542&0|7955&0;5786&0|10536&0|13919&0;6863&0|787&0|5113&0|6887&0|14599&0|1163&1|14599&0|4818&1|18542&0|7955&0|5786&0|10536&0|13919&0
4321&1|8502&1|18223&0|7771&0|18032&0|11760&0|5373&1|6666&1|16064&1|1722&1;17440&1|1725&1|20610&1;4321&1|8502&1|18223&0|7771&0|18032&0|11760&0|5373&1|6666&1|16064&1|1722&1|17440&1|1725&1|20610&1
17820&0|5545&0|12636&0|12173&0|12636&0|5508&0|14560&0|997&1|501&0|14753&0;7782&0|17273&1|7845&1;17820&0|5545&0|12636&0|12173&0|12636&0|5508&0|14560&0|997&1|501&0|14753&0|7782&0|17273&1|7845&1
11631&0|17062&0|2296&0|6408&0|2314&0|14606&0|18448&0|9217&0|6794&0|1227&0;11785&0|11631&0|274&0;11631&0|17062&0|2296&0|6408&0|2314&0|14606&0|18448&0|9217&0|6794&0|1227&0|11785&0|11631&0|274&0
12902&1|4026&0|11355&1|2640&0|1399&1|3478&0|9870&0|16666&0|10375&0|5194&0;11065&1|13965&1|411&0;12902&1|4026&0|11355&1|2640&0|1399&1|3478&0|9870&0|16666&0|10375&0|5194&0|11065&1|13965&1|411&0
3925&1|20306&1|18315&0|3925&0|11014&0|8333&0|11014&1|16501&1|14565&0|18449&1;6177&1|210&1|3121&1;3925&1|20306&1|18315&0|3925&0|11014&0|8333&0|11014&1|16501&1|14565&0|18449&1|6177&1|210&1|3121&1
20551&1|12176&1|16614&0|18146&1|7041&0|561&0|16614&0|16614&1|5011&0|15614&1;2027&0|20057&1|854&1;20551&1|12176&1|16614&0|18146&1|7041&0|561&0|16614&0|16614&1|5011&0|15614&1|2027&0|20057&1|854&1
12639&1|10227&0|1408&1|10270&0|15003&0|2501&0|9254&0|5320&1|5320&0|9172&1;11537&0|13018&0|13797&0;12639&1|10227&0|1408&1|10270&0|15003&0|2501&0|9254&0|5320&1|5320&0|9172&1|11537&0|13018&0|13797&0
20492&1|12390&0|3259&1|13154&0|8603&0|12206&1|15663&1|17353&0|259&0|9462&1;20731&1|4598&0|20731&0;20492&1|12390&0|3259&1|13154&0|8603&0|12206&1|15663&1|17353&0|259&0|9462&1|20731&1|4598&0|20731&0
5545&0|12448&1|6257&0|16228&0|13263&0|16228&0|16228&0|16095&0|16757&0|6257&0;17859&0|16095&1|11705&0;5545&0|12448&1|6257&0|16228&0|13263&0|16228&0|16228&0|16095&0|16757&0|6257&0|17859&0|16095&1|11705&0
8927&0|4886&0|10685&0|8927&1|18119&0|1888&0|12721&0|17324&0|10719&1|5405&0;5054&0|19383&0|5987&0;8927&0|4886&0|10685&0|8927&1|18119&0|1888&0|12721&0|17324&0|10719&1|5405&0|5054&0|19383&0|5987&0
4757&1|8185&1|4757&1|9710&1|18613&1|19019&1|2574&0|324&1|10344&1|17571&1;16536&0|11295&1|1261&1;4757&1|8185&1|4757&1|9710&1|18613&1|19019&1|2574&0|324&1|10344&1|17571&1|16536&0|11295&1|1261&1
13355&1|10446&1|10446&0|13355&0|12418&0|5738&0|12418&1|10446&0|10446&0|5738&0;12418&1|9237&0|17951&0;13355&1|10446&1|10446&0|13355&0|12418&0|5738&0|12418&1|10446&0|10446&0|5738&0|12418&1|9237&0|17951&0
9795&1|6885&1|9272&0|2857&1|5965&0|12095&1|5169&0|10442&1|3051&1|10803&0;1573&1|17580&1|5819&1;9795&1|6885&1|9272&0|2857&1|5965&0|12095&1|5169&0|10442&1|3051&1|10803&0|1573&1|17580&1|5819&1
9853&1|2494&1|15732&1|15216&0|6779&1|9942&1|13598&0|3500&1|4118&1|10364&1;16975&1|12411&1|19783&1;9853&1|2494&1|15732&1|15216&0|6779&1|9942&1|13598&0|3500&1|4118&1|10364&1|16975&1|12411&1|19783&1
17563&1|17765&0|19485&0|457&0|2521&1|457&0|14634&0|17563&0|19485&0|457&0;11357&0|2521&0|14634&0;17563&1|17765&0|19485&0|457&0|2521&1|457&0|14634&0|17563&0|19485&0|457&0|11357&0|2521&0|14634&0
2526&0|13474&0|18387&0|18271&0|7363&0|16666&0|12507&1|8604&0|9781&0|19639&0;20734&0|2109&0|17874&0;2526&0|13474&0|18387&0|18271&0|7363&0|16666&0|12507&1|8604&0|9781&0|19639&0|20734&0|2109&0|17874&0
6614&1|13685&0|6614&1|6614&1|6614&1|6614&1|6614&1|6614&1|6614&1|6614&1;20174&0|6073&0|10682&0;6614&1|13685&0|6614&1|6614&1|6614&1|6614&1|6614&1|6614&1|6614&1|6614&1|20174&0|6073&0|10682&0
11016&0|12953&0|13324&1|7541&0|18282&0|8619&0|13880&0|6395&0|11701&1|11701&0;15881&0|9627&0|14284&0;11016&0|12953&0|13324&1|7541&0|18282&0|8619&0|13880&0|6395&0|11701&1|11701&0|15881&0|9627&0|14284&0
20522&1|18364&0|18325&0|8754&1|7143&0|7143&1|19024&0|11758&1|18325&1|11796&0;18364&1|19586&1|20061&1;20522&1|18364&0|18325&0|8754&1|7143&0|7143&1|19024&0|11758&1|18325&1|11796&0|18364&1|19586&1|20061&1
10315&1|13122&1|13122&1|16876&1|13122&0|7301&1|10315&1|20693&0|13122&0|10315&1;6032&0|7423&0|1282&1;10315&1|13122&1|13122&1|16876&1|13122&0|7301&1|10315&1|20693&0|13122&0|10315&1|6032&0|7423&0|1282&1
17607&0|18260&0|16412&0|5371&0|18714&1|10033&1|2480&0|3139&0|14334&0|20269&1;11424&0|8367&0|9765&1;17607&0|18260&0|16412&0|5371&0|18714&1|10033&1|2480&0|3139&0|14334&0|20269&1|11424&0|8367&0|9765&1
13163&1|9657&0|7162&0|13598&0|10642&0|10364&0|9853&0|4118&0|6779&0|2494&0;13709&1|15732&0|16975&1;13163&1|9657&0|7162&0|13598&0|10642&0|10364&0|9853&0|4118&0|6779&0|2494&0|13709&1|15732&0|16975&1
14700&0|10517&1|11945&0|16388&1|9884&0|11749&0|11400&0|20481&1|8599&0|5544&1;14047&0|2981&0|20734&0;14700&0|10517&1|11945&0|16388&1|9884&0|11749&0|11400&0|20481&1|8599&0|5544&1|14047&0|2981&0|20734&0
13037&0|8672&0|3025&0|8705&0|18887&1|8704&1|13037&1|7584&1|8704&0|7498&0;13128&0|14047&1|14047&1;13037&0|8672&0|3025&0|8705&0|18887&1|8704&1|13037&1|7584&1|8704&0|7498&0|13128&0|14047&1|14047&1
8286&0|16601&0|4824&1|13146&1|488&0|14410&0|18379&0|14410&1|8500&0|13146&0;290&0|16988&0|17879&0;8286&0|16601&0|4824&1|13146&1|488&0|14410&0|18379&0|14410&1|8500&0|13146&0|290&0|16988&0|17879&0
8341&0|8374&0|248&1|593&1|19127&1|15193&1|11288&1|4067&0|3827&1|12118&1;8506&1|17626&1|13228&1;8341&0|8374&0|248&1|593&1|19127&1|15193&1|11288&1|4067&0|3827&1|12118&1|8506&1|17626&1|13228&1
17518&0|15992&0|17746&0|7863&0|15267&0|9669&0|6542&1|2933&0|19336&0|12389&0;8776&0|17474&0|8639&1;17518&0|15992&0|17746&0|7863&0|15267&0|9669&0|6542&1|2933&0|19336&0|12389&0|8776&0|17474&0|8639&1
16108&0|1276&1|13668&1|19384&1|15410&1|3124&1|12695&0|15180&0|2840&1|3104&0;2631&0|7598&0|11600&0;16108&0|1276&1|13668&1|19384&1|15410&1|3124&1|12695&0|15180&0|2840&1|3104&0|2631&0|7598&0|11600&0
11215&0|16679&0|17866&0|14588&0|4767&1|18582&0|18949&0|661&0|20776&0|19535&0;8569&0|7734&0|6108&0;11215&0|16679&0|17866&0|14588&0|4767&1|18582&0|18949&0|661&0|20776&0|19535&0|8569&0|7734&0|6108&0
20279&1|18099&0|7066&0|375&1|19387&0|12382&1|9942&1|2805&0|20034&0|9657&1;6166&0|5846&0|8187&0;20279&1|18099&0|7066&0|375&1|19387&0|12382&1|9942&1|2805&0|20034&0|9657&1|6166&0|5846&0|8187&0
20683&0|10234&0|4192&0|4546&0|11749&0|14436&0|15216&0|1293&0|1224&0|14700&0;14436&1|15216&1|9853&1;20683&0|10234&0|4192&0|4546&0|11749&0|14436&0|15216&0|1293&0|1224&0|14700&0|14436&1|15216&1|9853&1
1346&0|6800&0|16313&0|10433&0|7962&0|14756&1|13086&0|10023&0|13230&1|13230&0;3642&0|11588&0|934&1;1346&0|6800&0|16313&0|10433&0|7962&0|14756&1|13086&0|10023&0|13230&1|13230&0|3642&0|11588&0|934&1
5346&0|18450&0|14480&0|18947&0|15659&1|8705&0|15098&0|17377&0|20618&0|20172&0;1273&0|4458&0|8705&0;5346&0|18450&0|14480&0|18947&0|15659&1|8705&0|15098&0|17377&0|20618&0|20172&0|1273&0|4458&0|8705&0
13709&1|6542&1|14700&1|11749&1|4485&1|4192&1|18698&1|4118&1|4017&1|11749&1;5861&1|14523&1|1224&1;13709&1|6542&1|14700&1|11749&1|4485&1|4192&1|18698&1|4118&1|4017&1|11749&1|5861&1|14523&1|1224&1
19441&1|13023&1|5635&1|6654&1|3377&1|4090&1|3412&0|11821&1|9253&1|12376&1;10511&1|5210&1|3412&1;19441&1|13023&1|5635&1|6654&1|3377&1|4090&1|3412&0|11821&1|9253&1|12376&1|10511&1|5210&1|3412&1
8422&0|11484&0|11945&1|8718&0|10234&0|15661&1|20761&0|11484&1|15216&0|14700&0;11749&0|13598&1|4017&1;8422&0|11484&0|11945&1|8718&0|10234&0|15661&1|20761&0|11484&1|15216&0|14700&0|11749&0|13598&1|4017&1
2473&0|19970&0|13995&1|5064&0|1149&0|5064&0|1149&0|9853&0|2473&0|17881&0;16372&0|6181&0|19794&0;2473&0|19970&0|13995&1|5064&0|1149&0|5064&0|1149&0|9853&0|2473&0|17881&0|16372&0|6181&0|19794&0
2009&0|18523&0|10189&0|3687&1|18910&0|5261&0|8224&0|2721&0|11164&0|17545&0;3687&1|13134&0|16765&0;2009&0|18523&0|10189&0|3687&1|18910&0|5261&0|8224&0|2721&0|11164&0|17545&0|3687&1|13134&0|16765&0
20750&1|20235&0|1564&1|20235&1|12101&0|64&1|12101&0|1564&1|498&0|9330&1;4523&0|16789&0|14057&0;20750&1|20235&0|1564&1|20235&1|12101&0|64&1|12101&0|1564&1|498&0|9330&1|4523&0|16789&0|14057&0
7162&0|18450&1|16791&0|20285&0|11945&1|18947&1|14842&1|15216&0|20393&0|11945&0;9306&0|15216&0|7162&0;7162&0|18450&1|16791&0|20285&0|11945&1|18947&1|14842&1|15216&0|20393&0|11945&0|9306&0|15216&0|7162&0
10614&0|18787&1|18429&0|16711&1|1412&0|1254&0|1576&0|20016&0|171&0|5240&1;20147&0|18165&0|5585&0;10614&0|18787&1|18429&0|16711&1|1412&0|1254&0|1576&0|20016&0|171&0|5240&1|20147&0|18165&0|5585&0
18677&1|16564&1|17694&1|3500&0|13013&1|3500&1|14978&0|2946&1|13013&0|10834&0;12726&1|13598&1|10595&1;18677&1|16564&1|17694&1|3500&0|13013&1|3500&1|14978&0|2946&1|13013&0|10834&0|12726&1|13598&1|10595&1
5861&0|7502&0|1301&1|13218&0|4503&0|13215&0|20353&0|8077&0|19686&0|14688&0;10764&1|20518&0|9978&0;5861&0|7502&0|1301&1|13218&0|4503&0|13215&0|20353&0|8077&0|19686&0|14688&0|10764&1|20518&0|9978&0
16875&1|4444&1|13995&1|4444&0|20193&1|13187&1|7200&1|2265&1|11&0|19207&1;13173&0|4019&1|19196&0;16875&1|4444&1|13995&1|4444&0|20193&1|13187&1|7200&1|2265&1|11&0|19207&1|13173&0|4019&1|19196&0
3446&1|356&0|17519&0|230&0|18175&1|6239&1|15004&0|12269&0|19959&0|3240&1;8868&0|11994&1|10086&0;3446&1|356&0|17519&0|230&0|18175&1|6239&1|15004&0|12269&0|19959&0|3240&1|8868&0|11994&1|10086&0
5420&0|18587&1|6516&0|4890&1|11531&1|9092&1|5806&1|17079&1|17664&0|12616&0;20640&1|17909&1|1775&0;5420&0|18587&1|6516&0|4890&1|11531&1|9092&1|5806&1|17079&1|17664&0|12616&0|20640&1|17909&1|1775&0
13890&0|19766&0|19094&0|1224&0|11484&1|10043&0|19895&1|13959&0|19094&0|18940&0;17454&0|13577&0|1960&0;13890&0|19766&0|19094&0|1224&0|11484&1|10043&0|19895&1|13959&0|19094&0|18940&0|17454&0|13577&0|1960&0
